breed,breed_size,sex,age,weight_lbs,spay_neuter_status,daily_activity_level,diet,food_brand,daily_walk_distance_miles,other_pets_in_household,medications,seizures,hours_of_sleep,play_time_hrs,owner_activity_level,annual_vet_visits,average_temperature_f,healthy
Rottweiler,Large,Male,2,50.6,Spayed,Very Active,Home cooked,Special,1,No,Yes,No,10,0,None,0,55,Yes
Dachshund,Small,Female,10,49,Neutered,Moderate,Wet food,Royal Canin,4,Yes,No,No,11,1,Low,2,54,Yes
Dachshund,Small,Female,6,53,Neutered,Very Active,Wet food,Nutro,3,No,Yes,No,12,1,Active,2,63,Yes
Doberman,Large,Female,12,53,Neutered,None,Home cooked,Special,3,Yes,No,No,12,2,Moderate,2,41,Yes
Rottweiler,Large,Male,6.2,60,Spayed,None,Special diet,Iams,2,No,No,No,10,3,None,3,75,Yes
Golden Retriever,Large,Male,8,51,Neutered,Very Active,Home cooked,Special,2,Yes,No,No,11,1,Very Active,3,57,Yes
German Shepherd,Large,Male,9,29,Spayed,None,Home cooked,Special,5,No,Yes,No,14,3,Moderate,2,63,Yes
Australian Shepherd,Medium,Male,13,61,Neutered,Moderate,Hard food,Pedigree,2,Yes,Yes,No,12,3,Moderate,1,48,No
Boxer,Medium,Female,12,71,Spayed,Low,Special diet,Wellness,3,Yes,Yes,No,11,1,Active,4,35,Yes
Yorkshire Terrier,Small,Male,2,36,Neutered,Active,Wet food,Hill's Science,4,Yes,Yes,No,11,1,Low,3,69,Yes
Boxer,Medium,Male,6,39,Neutered,Moderate,Special diet,Nutro,3,No,Yes,No,12,2,Low,1,60,Yes
Chihuahua,Small,Female,5,75,None,None,Hard food,Nutro,3,No,Yes,No,12,2,Very Active,0,72,No
Great Dane,Large,Male,4,10,Spayed,Moderate,Wet food,Iams,3,No,No,No,11,2,None,1,70,Yes
Siberian Husky,Medium,Female,13,68,None,Moderate,Special diet,Hill's Science,4,Yes,No,No,11,2,Active,1,79,Yes
Dachshund,Small,Female,4,63,Neutered,Moderate,Wet food,Wellness,0,No,No,No,11,1,Active,0,68,Yes
Dachshund,Small,Female,13,57,None,None,Wet food,Pedigree,3,Yes,No,No,11,1,Active,2,72,No
Dachshund,Small,Male,8,62,Spayed,Low,Home cooked,Special,3,No,No,No,12,2,Very Active,0,59,Yes
Chihuahua,Small,Male,12,52,Neutered,Active,Hard food,Royal Canin,1,No,Yes,No,12,0,Moderate,4,77,Yes
Golden Retriever,Large,Female,5,56,Spayed,Moderate,Hard food,Royal Canin,3,No,Yes,No,11,4,None,0,66,Yes
Golden Retriever,Large,Male,7,38.6,None,None,Home cooked,Special,3,Yes,Yes,No,10,4,Active,0,31,No
Siberian Husky,Medium,Male,6,75,None,Low,Hard food,Purina,3,Yes,No,No,11,1,Low,1,70,Yes
Beagle,Small,Female,6,55,Spayed,Active,Wet food,Hill's Science,5,Yes,No,No,10,1,None,1,49.8,Yes
Australian Shepherd,Medium,Female,6.8,73,Neutered,Low,Special diet,Wellness,2,Yes,No,No,10,1,Active,0,37,Yes
Doberman,Large,Female,7,21,Spayed,Active,Hard food,Pedigree,3,No,No,No,9,2,Moderate,0,69,Yes
Golden Retriever,Large,Male,4,37,Spayed,Very Active,Hard food,Pedigree,3,Yes,No,No,9,2,Low,0,83,Yes
Chihuahua,Small,Male,5,40,None,Active,Home cooked,Special,3,No,Yes,No,12,1,Very Active,1,73,Yes
Great Dane,Large,Male,8,53,Neutered,Low,Home cooked,Special,2,No,No,No,10,1,Moderate,2,89,Yes
Golden Retriever,Large,Male,7,45,Spayed,Low,Wet food,Purina,0,Yes,Yes,No,12,3,None,0,51,No
Boxer,Medium,Male,9,30,None,None,Wet food,Hill's Science,2,Yes,No,No,11,2,None,2,60,No
Dachshund,Medium,Female,13,32,Spayed,Active,Home cooked,Special,6,Yes,No,No,13,3,Low,3,60,Yes
Bulldog,Medium,Male,11,36,Neutered,Moderate,Hard food,Royal Canin,2,No,Yes,No,12,2,Active,3,41,No
Poodle,Small,Female,12,49,Spayed,Moderate,Special diet,Pedigree,2,Yes,Yes,No,10,0,Low,3,76,Yes
Great Dane,Large,Male,9,61,None,Low,Wet food,Wellness,5,Yes,Yes,No,10,1,Moderate,1,79,No
Labrador Retriever,Large,Female,9,69,Neutered,Low,Home cooked,Special,2,No,No,Yes,11,1,Moderate,0,45,No
Dachshund,Small,Female,9,48,Neutered,Moderate,Home cooked,Special,2,Yes,Yes,No,11,3,Very Active,0,60,No
Rottweiler,Large,Male,11,58,Neutered,Very Active,Hard food,Hill's Science,3,Yes,Yes,No,9,0,Moderate,1,69,Yes
Siberian Husky,Medium,Female,1,60,Neutered,None,Wet food,Hill's Science,0,Yes,No,No,11,2,None,3,47,Yes
Beagle,Small,Female,2,32,None,Low,Wet food,Wellness,1,No,Yes,No,10,2,Moderate,0,64,No
German Shepherd,Large,Female,1,48.6,Neutered,Moderate,Hard food,Wellness,1,No,No,No,9,0,Low,0,61,No
Great Dane,Large,Female,9,64,Neutered,Low,Hard food,Iams,1,Yes,Yes,No,9,0,Moderate,2,79,No
Siberian Husky,Medium,Male,5,46,Spayed,Low,Special diet,Hill's Science,1,Yes,No,No,11,1,None,1,96,Yes
Australian Shepherd,Medium,Male,5,31,Spayed,Moderate,Hard food,Royal Canin,2,No,Yes,No,11,0,Low,1,54,Yes
Labrador Retriever,Large,Female,13,40,Spayed,Active,Special diet,Hill's Science,0,No,No,No,11,2,Very Active,0,80,Yes
Siberian Husky,Medium,Male,5,41,Neutered,Low,Wet food,Iams,3,No,No,No,10,2,Low,0,59,Yes
Australian Shepherd,Medium,Male,2,43,None,Active,Special diet,Blue Buffalo,3,No,Yes,No,11,1,Very Active,0,53,Yes
Golden Retriever,Large,Female,1,63,Spayed,Low,Wet food,Nutro,3,Yes,Yes,No,11,1,None,3,48,No
Bulldog,Medium,Female,9,65,Spayed,Moderate,Home cooked,Special,5,Yes,Yes,No,13,2,Low,0,77,No
Doberman,Large,Male,5,35,Spayed,None,Home cooked,Special,4,Yes,No,No,11,0,Moderate,1,80,Yes
German Shepherd,Large,Female,9,46,Spayed,Very Active,Hard food,Wellness,1,Yes,No,No,9,0,None,1,100,Yes
Siberian Husky,Medium,Female,1,53,None,Very Active,Wet food,Wellness,2,No,Yes,No,10,1,Active,0,78,No
Golden Retriever,Large,Male,4,21,Spayed,Moderate,Special diet,Blue Buffalo,4,No,Yes,No,12,1,Moderate,1,37,Yes
Beagle,Small,Female,7,44,None,None,Wet food,Hill's Science,5,No,Yes,No,10,1,Very Active,1,75,No
Chihuahua,Small,Female,7,45,None,Low,Home cooked,Special,2,No,No,No,10,2,Low,0,67,Yes
Labrador Retriever,Large,Female,5,47,None,Very Active,Special diet,Wellness,0,No,No,No,12,1,None,1,41,Yes
Boxer,Medium,Male,2,22,None,Active,Special diet,Blue Buffalo,2,Yes,Yes,No,11,1,Active,2,80,Yes
Poodle,Small,Male,8,32,Spayed,Low,Hard food,Iams,0,Yes,Yes,No,10,2,Low,3,73,Yes
Bulldog,Medium,Female,6,48,Spayed,Moderate,Home cooked,Special,1,No,No,No,11,2,Very Active,0,58,Yes
Bulldog,Medium,Female,1,57,None,None,Special diet,Blue Buffalo,3,No,Yes,No,11,0,Moderate,0,53,No
Golden Retriever,Large,Male,13,31,Spayed,Low,Special diet,Wellness,2,No,Yes,No,14,0,None,1,72,Yes
Doberman,Large,Male,13,41,Neutered,Very Active,Hard food,Purina,0,Yes,No,No,10,2,Moderate,2,70,Yes
Australian Shepherd,Medium,Male,9,47,Spayed,Active,Wet food,Hill's Science,3,Yes,Yes,No,11,2,Active,0,69,No
Great Dane,Large,Male,5,39,Neutered,Low,Home cooked,Special,3,No,No,No,12,1,Very Active,1,47,Yes
Chihuahua,Small,Male,12,40,None,Very Active,Special diet,Blue Buffalo,3,No,No,No,11,2,Very Active,4,55,Yes
Boxer,Medium,Male,11,57,None,Moderate,Hard food,Royal Canin,2,Yes,Yes,No,9,1,Moderate,0,72,No
Beagle,Small,Male,8,56,Neutered,Moderate,Special diet,Royal Canin,4,Yes,No,No,11,1,Moderate,1,79,Yes
Beagle,Small,Female,4,58,Neutered,Moderate,Special diet,Purina,3,No,Yes,No,12,1,Active,0,53,Yes
German Shepherd,Large,Female,3,10,Spayed,Low,Home cooked,Special,3,Yes,Yes,No,12,2,Moderate,2,85,Yes
German Shepherd,Large,Male,2,34,Neutered,Low,Hard food,Wellness,2,Yes,No,No,9,0,Moderate,0,66,Yes
Australian Shepherd,Medium,Male,10,71,None,Very Active,Hard food,Blue Buffalo,1,No,Yes,No,12,0,Very Active,2,80,No
Great Dane,Large,Male,10,43,Spayed,Very Active,Hard food,Blue Buffalo,4,No,Yes,No,11,1,Low,1,100,Yes
Siberian Husky,Medium,Male,1,57,Spayed,Active,Special diet,Iams,3,Yes,No,No,12,0,Low,4,50,Yes
Doberman,Large,Male,1,57,None,Very Active,Home cooked,Special,1,Yes,Yes,No,10,2,None,2,65,Yes
Golden Retriever,Large,Female,2,54,Spayed,Active,Special diet,Blue Buffalo,4,Yes,Yes,No,12,1,Active,1,64.2,Yes
Poodle,Small,Female,2,40,None,Moderate,Special diet,Blue Buffalo,0,No,No,No,9,2,Moderate,1,72,Yes
Bulldog,Medium,Male,11,37,Spayed,Active,Wet food,Blue Buffalo,1,Yes,Yes,No,12,2,Very Active,1,56,Yes
Dachshund,Small,Male,8.4,28,Neutered,Active,Home cooked,Special,3,Yes,No,No,10,2,Low,0,56,Yes
Golden Retriever,Large,Male,8,49,Neutered,None,Home cooked,Special,3,Yes,No,No,11,3,Active,2,59.4,Yes
Chihuahua,Small,Female,6,51,None,None,Hard food,Purina,2,No,No,No,12,3,Moderate,0,62,No
Golden Retriever,Large,Male,2,34,Neutered,Moderate,Wet food,Nutro,6,No,No,No,11,3,Low,4,44,Yes
German Shepherd,Large,Female,2,51,Neutered,Moderate,Wet food,Nutro,1,No,No,No,12,1,Active,0,50,Yes
Doberman,Large,Female,12,61,Spayed,Moderate,Wet food,Hill's Science,1,Yes,No,No,9,4,Low,1,45,Yes
Beagle,Small,Female,10,39,Neutered,Low,Special diet,Purina,2,No,Yes,No,14,1,Active,1,72,Yes
Rottweiler,Large,Female,3,37,None,Very Active,Home cooked,Special,1,No,Yes,No,10,1,Moderate,2,68,Yes
Beagle,Small,Male,5,105,Neutered,Active,Home cooked,Blue Buffalo,6,No,Yes,No,9,1,Very Active,3,64,Yes
Boxer,Medium,Female,3,51,None,Active,Home cooked,Special,2,No,No,No,10,2,Moderate,1,66,Yes
Beagle,Small,Female,13,43,None,None,Home cooked,Special,1,No,No,No,11,2,None,0,75.8,No
Poodle,Small,Female,5,63,Spayed,Active,Special diet,Royal Canin,3,Yes,No,No,9,1,None,1,35,Yes
Golden Retriever,Large,Male,10,34,Spayed,Low,Hard food,Purina,2,No,No,No,11,4,Very Active,1,54,Yes
Great Dane,Large,Female,3,59,Spayed,Low,Home cooked,Special,3,Yes,Yes,No,11,3,None,2,52,Yes
German Shepherd,Large,Male,1,31,None,Active,Home cooked,Special,3,Yes,Yes,No,10,1,None,2,93,Yes
Doberman,Large,Female,10,63,None,Moderate,Special diet,Pedigree,2,No,Yes,No,12,0,Low,2,77,No
Boxer,Medium,Male,13,45,Spayed,None,Home cooked,Special,1,Yes,Yes,No,10,0,Very Active,2,67,Yes
German Shepherd,Large,Male,1,34,Spayed,Moderate,Wet food,Iams,3,No,No,No,12,0,None,0,78,No
Yorkshire Terrier,Small,Male,13,66,Spayed,Very Active,Home cooked,Special,6,No,Yes,No,12,2,None,0,50,Yes
Australian Shepherd,Medium,Male,5,32,Neutered,Moderate,Wet food,Blue Buffalo,2,Yes,No,No,12,1,Moderate,1,50,Yes
Golden Retriever,Large,Female,10,49,None,Low,Hard food,Purina,4,No,No,No,13,1,Active,2,84,No
Yorkshire Terrier,Small,Male,12,32,Spayed,Very Active,Wet food,Hill's Science,5,Yes,Yes,No,11,3,Low,3,77,Yes
Golden Retriever,Large,Female,8,46,Spayed,Moderate,Special diet,Iams,0,No,No,No,11,2,Moderate,0,73,Yes
Bulldog,Medium,Male,10,70,Spayed,Very Active,Home cooked,Special,0,No,Yes,No,10,0,Very Active,0,62,Yes
Boxer,Medium,Female,2,54,Neutered,None,Hard food,Pedigree,0,No,No,No,10,1,Very Active,2,52,Yes
Labrador Retriever,Large,Male,9,49,Neutered,Moderate,Home cooked,Special,2,No,Yes,No,8,0,None,2,70,Yes
Australian Shepherd,Medium,Female,10,70,Neutered,None,Home cooked,Special,2,No,No,No,11,0,Low,2,70,Yes
Golden Retriever,Large,Male,9,45,Spayed,Low,Home cooked,Special,2,Yes,Yes,No,12,3,Active,2,48,Yes
Beagle,Small,Male,13,38,Spayed,None,Home cooked,Special,3,No,No,No,9,1,Active,2,70,Yes
Bulldog,Medium,Male,1,60,Neutered,None,Home cooked,Special,1,Yes,Yes,Yes,11,0,Moderate,1,41,No
Golden Retriever,Large,Female,10,18,Spayed,Low,Hard food,Blue Buffalo,4,Yes,No,No,12,0,Very Active,2,77,Yes
Poodle,Small,Male,3,51,Spayed,Very Active,Home cooked,Special,3,Yes,Yes,No,12,3,Moderate,3,42,Yes
Siberian Husky,Medium,Male,3,52,Neutered,Very Active,Hard food,Hill's Science,1,No,Yes,No,10,3,Active,1,76,Yes
Rottweiler,Large,Male,9,45,Spayed,Active,Special diet,Hill's Science,3,Yes,Yes,No,12,2,Low,1,66,Yes
Poodle,Small,Male,10,34,Spayed,None,Wet food,Wellness,4,Yes,No,No,12,1,Very Active,1,87,Yes
German Shepherd,Large,Female,5.8,49,Neutered,Active,Wet food,Pedigree,1,No,Yes,No,11,2,Active,2,73,Yes
Australian Shepherd,Medium,Male,4,32,Spayed,None,Wet food,Royal Canin,1,No,No,No,13,2,Moderate,0,93,Yes
Great Dane,Large,Female,11,39,Neutered,Low,Hard food,Hill's Science,0,Yes,No,No,10,1,None,3,86,Yes
Great Dane,Large,Female,11,64,Neutered,Very Active,Wet food,Royal Canin,2,Yes,Yes,No,12,1,Very Active,1,86,Yes
Siberian Husky,Medium,Female,13,35.4,Neutered,None,Special diet,Blue Buffalo,1,Yes,Yes,No,9,0,Very Active,0,73,No
Dachshund,Small,Female,3,43,Neutered,Moderate,Wet food,Hill's Science,4,Yes,Yes,No,12,2,Moderate,1,56,Yes
Yorkshire Terrier,Small,Male,9,34,None,Low,Home cooked,Special,0,No,No,No,12,2,None,2,79,Yes
Labrador Retriever,Large,Female,13,68,Neutered,Low,Special diet,Wellness,4,Yes,Yes,No,13,1,Low,3,58,Yes
Golden Retriever,Large,Female,10,61,Spayed,Active,Hard food,Pedigree,4,No,Yes,No,13,1,Very Active,1,89,Yes
Poodle,Small,Female,4,22,Neutered,None,Special diet,Wellness,5,No,No,No,11,1,None,1,49,Yes
Great Dane,Large,Female,6.8,44,Neutered,Moderate,Hard food,Blue Buffalo,3,No,No,No,11,1,Moderate,1,44,Yes
Boxer,Medium,Female,2,69,Spayed,Active,Wet food,Iams,0,No,Yes,No,11,3,Moderate,4,66,Yes
Doberman,Large,Female,10,70,Spayed,Moderate,Wet food,Hill's Science,1,Yes,Yes,No,9,0,Very Active,1,33,No
Bulldog,Medium,Male,5,49,Neutered,Active,Hard food,Royal Canin,3,Yes,Yes,No,11,3,Very Active,1,51,Yes
Beagle,Small,Female,2,49,None,None,Hard food,Royal Canin,3,Yes,No,No,12,1,Very Active,3,49,Yes
Labrador Retriever,Large,Female,13,21,None,Moderate,Hard food,Iams,4,No,No,No,9,1,Very Active,1,50,No
Yorkshire Terrier,Small,Female,2,57,None,Active,Special diet,Nutro,3,Yes,No,No,11,3,None,1,53.6,Yes
Australian Shepherd,Medium,Female,6,39,Spayed,Low,Hard food,Pedigree,2,No,Yes,No,11,2,Active,3,57,Yes
Boxer,Medium,Female,3,28,None,Low,Hard food,Blue Buffalo,1,Yes,Yes,No,10,1,Active,0,67,No
Boxer,Medium,Male,8,36,Neutered,None,Special diet,Iams,2,No,Yes,No,10,2,Low,1,97,Yes
Siberian Husky,Medium,Female,2,37,Spayed,Active,Home cooked,Special,3,Yes,Yes,No,11,1,Low,3,65,Yes
Poodle,Small,Female,6,49,None,Active,Hard food,Wellness,2,Yes,No,No,12,2,Low,3,64,Yes
Beagle,Small,Male,4,73,None,Very Active,Hard food,Purina,5,Yes,No,No,13,2,None,2,100,Yes
Bulldog,Medium,Female,2,47,Spayed,Active,Home cooked,Special,2,No,Yes,No,12,2,Active,2,59,Yes
Yorkshire Terrier,Small,Male,13,67,Neutered,Very Active,Hard food,Nutro,3,No,Yes,No,11,2,Low,0,44,No
Yorkshire Terrier,Small,Female,1,34,None,None,Hard food,Purina,3,Yes,Yes,No,12,2,None,1,62,No
Australian Shepherd,Medium,Female,10,58,None,Active,Hard food,Iams,3,No,Yes,No,12,2,Very Active,1,77,No
Labrador Retriever,Large,Female,7,56,Spayed,Moderate,Wet food,Nutro,4,No,No,No,13,0,Active,1,96,Yes
Siberian Husky,Medium,Male,8,18,Spayed,None,Wet food,Pedigree,3,Yes,No,No,12,3,Moderate,1,77,Yes
German Shepherd,Large,Female,2,28,Neutered,Very Active,Hard food,Iams,5,No,No,No,12,1,Active,0,55,Yes
Dachshund,Small,Female,3,60,Spayed,Low,Special diet,Blue Buffalo,3,No,Yes,No,13,2,None,1,74,Yes
Golden Retriever,Large,Female,8,54.2,Neutered,None,Wet food,Royal Canin,3,No,Yes,No,12,1,Moderate,1,44,Yes
Dachshund,Small,Female,8,78,None,Low,Special diet,Blue Buffalo,3,Yes,Yes,No,10,1,Moderate,1,59,Yes
Australian Shepherd,Medium,Female,11,52,Neutered,Very Active,Home cooked,Special,2,No,No,Yes,11,0,Very Active,3,69,Yes
Siberian Husky,Medium,Male,6,52,None,Low,Home cooked,Special,4,Yes,Yes,No,12,3,None,1,60,Yes
Rottweiler,Large,Female,7,65,Spayed,Low,Wet food,Pedigree,1,Yes,Yes,No,12,2,None,1,74,Yes
Australian Shepherd,Medium,Male,2,41,None,Low,Special diet,Nutro,6,No,Yes,No,12,2,Low,0,39,No
Rottweiler,Large,Female,11,56,Neutered,None,Wet food,Wellness,5,No,No,No,11,0,Very Active,0,61,No
Rottweiler,Large,Female,12,49,Spayed,Active,Special diet,Hill's Science,2,No,Yes,No,11,2,Low,3,68,Yes
Bulldog,Medium,Female,5,58,None,Low,Wet food,Purina,3,Yes,Yes,Yes,11,2,Moderate,1,75,No
Dachshund,Small,Male,2,43,Spayed,Very Active,Wet food,Purina,3,Yes,No,No,12,2,Moderate,1,77,Yes
Poodle,Small,Male,4,34,None,Very Active,Hard food,Hill's Science,2,Yes,Yes,No,11,1,None,0,57,No
Siberian Husky,Medium,Male,3,45,Neutered,Very Active,Special diet,Blue Buffalo,3,No,Yes,No,10,1,Low,1,73,Yes
Yorkshire Terrier,Small,Female,6,38,Neutered,Very Active,Special diet,Purina,4,Yes,No,No,9,1,Active,3,87,Yes
Poodle,Small,Male,7,20,Neutered,Very Active,Wet food,Pedigree,4,Yes,No,No,11,2,Moderate,1,82,Yes
Yorkshire Terrier,Small,Female,2,74,Neutered,Low,Wet food,Purina,2,Yes,Yes,No,11,1,Active,2,80,Yes
Rottweiler,Large,Male,5.2,44,Spayed,Very Active,Hard food,Purina,2,Yes,No,No,11,1,Active,1,75,Yes
Australian Shepherd,Medium,Female,5,56,None,Moderate,Hard food,Nutro,2,No,No,No,9,1,None,1,65,Yes
Labrador Retriever,Large,Female,9,60,Spayed,Moderate,Wet food,Wellness,5,Yes,Yes,No,11,3,Very Active,1,65,No
Labrador Retriever,Large,Female,4,60,Neutered,None,Wet food,Hill's Science,1,Yes,Yes,No,12,0,Low,0,33,No
German Shepherd,Large,Male,3,65,Spayed,Moderate,Hard food,Wellness,0,No,No,No,12,1,Active,2,78.8,Yes
Dachshund,Small,Female,1,79,Spayed,None,Home cooked,Special,4,Yes,Yes,No,8,0,Low,0,90,No
Beagle,Small,Female,11,55,Neutered,Active,Wet food,Wellness,2,No,Yes,No,11,0,Very Active,4,71,Yes
Rottweiler,Large,Male,8,22,Spayed,Active,Special diet,Hill's Science,3,Yes,No,No,12,1,Very Active,2,64,Yes
Dachshund,Small,Male,13,54,Spayed,None,Special diet,Pedigree,1,No,Yes,No,8,1,Very Active,2,60,Yes
Chihuahua,Small,Male,13,49,Spayed,None,Hard food,Hill's Science,4,No,No,No,12,2,Very Active,1,64,Yes
Poodle,Small,Male,9,64,None,Very Active,Special diet,Wellness,0,Yes,Yes,No,8,2,Active,1,68,Yes
Doberman,Large,Female,7,66,Spayed,Very Active,Wet food,Iams,7,No,No,No,11,2,None,3,64,Yes
Labrador Retriever,Large,Female,1,42,None,Moderate,Home cooked,Special,1,Yes,Yes,No,12,2,Active,2,56,No
Golden Retriever,Large,Male,5,61,Neutered,Very Active,Wet food,Hill's Science,4,No,Yes,No,11,1,Very Active,2,56,Yes
Doberman,Large,Female,6,72,Neutered,Low,Home cooked,Special,5,Yes,Yes,No,13,2,Low,0,31,Yes
Australian Shepherd,Medium,Female,11,53,Neutered,None,Home cooked,Special,4,Yes,No,No,12,1,None,3,46,Yes
Doberman,Large,Male,7.8,32,Spayed,None,Special diet,Blue Buffalo,2,Yes,Yes,No,13,1,Low,1,57,Yes
Dachshund,Small,Male,12,42,None,Very Active,Hard food,Wellness,3,Yes,Yes,No,10,3,Active,2,62,No
Yorkshire Terrier,Small,Female,2,38,None,Very Active,Hard food,Iams,4,No,Yes,Yes,12,0,None,0,68,No
German Shepherd,Large,Female,4,69,Neutered,None,Special diet,Wellness,3,Yes,No,No,9,1,Active,2,82,Yes
Boxer,Medium,Male,4,66,Spayed,Active,Home cooked,Special,2,No,No,No,13,1,Active,1,89,Yes
German Shepherd,Large,Female,2,31,None,Active,Hard food,Nutro,2,No,Yes,No,9,2,Moderate,1,92,Yes
Doberman,Large,Male,1,50,Spayed,None,Hard food,Wellness,4,Yes,Yes,No,8,2,Active,3,52,No
Bulldog,Medium,Male,13,47,Spayed,Low,Home cooked,Special,4,Yes,No,No,11,1,Very Active,1,56,Yes
German Shepherd,Large,Male,13,37,Neutered,Low,Home cooked,Special,2,No,Yes,No,11,2,Moderate,0,77,No
Poodle,Small,Female,12,29,Spayed,Low,Hard food,Purina,3,No,No,No,9,2,Low,0,89,No
Great Dane,Large,Female,11,45,Spayed,Very Active,Hard food,Royal Canin,2,No,No,No,11,2,Very Active,4,76,Yes
Chihuahua,Small,Female,4,54,Spayed,Active,Home cooked,Special,3,No,No,No,10,2,Low,0,34,Yes
Rottweiler,Large,Female,5,62,Spayed,Active,Special diet,Nutro,2,Yes,Yes,No,10,2,Very Active,0,72.4,Yes
Golden Retriever,Large,Male,12,21,None,Very Active,Home cooked,Special,4,No,Yes,No,9,2,None,2,63,No
Golden Retriever,Large,Female,6,43,None,None,Hard food,Hill's Science,4,Yes,No,No,11,2,Active,1,68,Yes
Dachshund,Small,Male,3,49,None,Moderate,Home cooked,Special,2,Yes,No,No,14,3,Active,0,46,Yes
Labrador Retriever,Large,Female,8,25,Neutered,Active,Wet food,Pedigree,5,Yes,No,No,11,2,Active,0,46,Yes
Bulldog,Medium,Female,2,34,None,Active,Home cooked,Special,3,Yes,No,No,13,1,None,3,60.6,Yes
Yorkshire Terrier,Small,Female,10,41,Spayed,Low,Wet food,Blue Buffalo,0,No,Yes,No,11,1,Moderate,1,49,No
Rottweiler,Large,Male,7,30,Spayed,Moderate,Hard food,Pedigree,1,Yes,No,No,13,2,Active,0,67,Yes
Bulldog,Medium,Male,2,43,Spayed,None,Special diet,Royal Canin,4,Yes,No,No,13,2,Low,3,61,Yes
Boxer,Medium,Male,5,66,Spayed,Very Active,Home cooked,Special,4,No,Yes,No,12,1,Very Active,0,51,Yes
Doberman,Large,Male,4,35,Spayed,None,Special diet,Pedigree,1,No,No,No,13,1,Very Active,0,64,Yes
Rottweiler,Large,Male,9,40,Neutered,Very Active,Hard food,Blue Buffalo,0,No,Yes,No,12,3,Active,3,63,Yes
German Shepherd,Large,Male,3,81,Neutered,Active,Special diet,Hill's Science,2,Yes,No,No,10,2,Moderate,2,77,Yes
Poodle,Small,Female,11,43,Spayed,Very Active,Special diet,Wellness,3,Yes,Yes,No,9,3,Active,1,67.2,Yes
Siberian Husky,Medium,Male,1,52,Neutered,Moderate,Wet food,Iams,1,No,Yes,No,14,1,Moderate,2,69,No
Golden Retriever,Large,Male,3,43,None,Low,Special diet,Pedigree,4,Yes,No,No,9,0,Low,2,55,Yes
Bulldog,Medium,Female,7,62,None,Moderate,Wet food,Pedigree,3,Yes,No,No,11,3,Active,0,54,No
Poodle,Small,Female,2,69,Spayed,None,Home cooked,Special,3,No,No,No,11,2,Very Active,4,70,Yes
Golden Retriever,Large,Male,6,63,Spayed,Moderate,Hard food,Iams,3,No,Yes,No,10,4,Active,2,74,Yes
Siberian Husky,Medium,Male,7,49.2,None,Moderate,Wet food,Blue Buffalo,2,No,Yes,No,9,2,Low,1,72,No
Great Dane,Large,Male,10,50,None,Low,Wet food,Blue Buffalo,2,Yes,Yes,Yes,12,2,None,2,54,No
Chihuahua,Small,Female,10,58,None,Moderate,Special diet,Pedigree,0,No,No,No,10,2,Active,3,49,Yes
Poodle,Small,Male,12,31,Spayed,Very Active,Hard food,Pedigree,1,Yes,Yes,No,10,2,Low,2,50,Yes
Dachshund,Small,Female,8,50,Spayed,Active,Special diet,Blue Buffalo,3,Yes,Yes,No,12,0,Low,1,59,Yes
German Shepherd,Large,Female,11,71,Neutered,Very Active,Wet food,Royal Canin,3,Yes,Yes,No,12,3,Low,0,69,No
Bulldog,Medium,Male,13,55,Spayed,Moderate,Special diet,Blue Buffalo,4,No,No,No,11,1,None,1,60.2,Yes
Chihuahua,Small,Male,11,11,None,Moderate,Wet food,Hill's Science,6,Yes,No,No,10,1,Active,0,61,No
Golden Retriever,Large,Male,4,54,None,Moderate,Home cooked,Special,2,Yes,Yes,No,10,0,Low,0,69,No
Golden Retriever,Large,Female,10,53,Neutered,Very Active,Hard food,Royal Canin,5,Yes,Yes,No,11,1,Active,4,50,Yes
Boxer,Medium,Male,11,52,Neutered,Active,Special diet,Purina,3,No,No,No,11,2,Moderate,2,52,Yes
Boxer,Medium,Female,13,54,None,Moderate,Home cooked,Special,3,No,No,No,12,1,None,1,54,Yes
Chihuahua,Small,Female,8,55,Neutered,Active,Home cooked,Special,3,No,No,No,12,3,Moderate,1,54,Yes
Dachshund,Small,Male,5,34,Spayed,Low,Wet food,Iams,3,No,Yes,No,12,2,Active,1,45,Yes
Boxer,Medium,Female,7,65,Spayed,None,Home cooked,Special,3,Yes,No,No,12,1,Moderate,2,61,Yes
Golden Retriever,Large,Female,12,48,None,Active,Home cooked,Special,5,No,No,No,12,1,None,2,74,Yes
Beagle,Small,Female,1,58,None,Low,Wet food,Iams,1,Yes,Yes,No,14,0,Very Active,0,63,No
Doberman,Large,Female,4,41,Neutered,Low,Wet food,Wellness,3,Yes,Yes,No,13,0,Active,2,60,Yes
Yorkshire Terrier,Small,Female,2,22,None,None,Wet food,Hill's Science,2,Yes,Yes,No,11,3,Active,1,50,No
Australian Shepherd,Medium,Female,11,33,Spayed,None,Wet food,Pedigree,2,Yes,Yes,No,9,1,Active,0,50,No
Siberian Husky,Medium,Female,7,75,None,None,Home cooked,Special,1,No,Yes,No,13,0,Moderate,3,76,Yes
Great Dane,Large,Male,5,59,None,Low,Special diet,Royal Canin,3,No,No,No,10,1,Very Active,3,45,Yes
Golden Retriever,Large,Female,13,83,Neutered,Moderate,Wet food,Hill's Science,0,No,Yes,No,11,2,None,1,66,No
Rottweiler,Large,Male,11,49,Neutered,None,Home cooked,Special,2,No,No,No,12,3,None,1,63,Yes
